Conc.;Data;1a;2a;3a;4a;5a;Gan.;Prêmio
3706;03/02/2015;8;9;11;43;73;0;
3705;02/02/2015;22;27;49;52;63;0;
3704;31/01/2015;15;38;40;57;62;0;
3703;30/01/2015;9;12;16;43;67;0;
3702;29/01/2015;36;42;52;62;74;0;
3701;28/01/2015;9;15;35;40;78;0;
3700;27/01/2015;5;26;29;44;59;0;
3699;26/01/2015;10;14;52;74;75;1;1.918.754,65
3698;24/01/2015;19;20;33;58;77;0;
3697;23/01/2015;6;49;53;66;67;0;
3696;22/01/2015;18;20;31;34;37;1;2.670.882,40
3695;21/01/2015;11;32;47;67;76;0;
3694;20/01/2015;1;26;42;45;72;0;
3693;19/01/2015;25;31;63;67;70;0;
3692;17/01/2015;2;8;9;26;78;1;572.937,12
3691;16/01/2015;6;11;19;53;72;1;2.901.004,70
3690;15/01/2015;28;35;63;64;67;0;
3689;14/01/2015;10;36;44;52;72;0;
3688;13/01/2015;8;9;29;66;79;0;
3687;12/01/2015;33;50;59;60;78;1;2.074.154,59
3686;10/01/2015;23;40;45;59;74;0;
3685;09/01/2015;17;19;35;53;76;0;
3684;08/01/2015;6;18;32;48;69;1;615.003,78
3683;07/01/2015;26;28;31;43;76;2;1.841.134,17
3682;06/01/2015;13;18;39;60;68;0;
3681;05/01/2015;10;14;15;29;31;0;
3680;03/01/2015;7;31;59;60;79;0;
3679;02/01/2015;11;16;23;56;61;0;
3678;31/12/2014;5;47;61;77;80;1;397.115,75
3677;30/12/2014;16;22;67;72;73;1;524.463,29
3676;29/12/2014;5;13;15;37;39;3;640.685,60
3675;27/12/2014;34;49;52;77;79;0;
3674;26/12/2014;5;21;24;30;69;0;
3673;24/12/2014;2;6;29;66;80;1;2.677.038,73
3672;23/12/2014;9;16;17;28;75;0;
3671;22/12/2014;3;16;25;29;39;0;
3670;20/12/2014;6;8;36;67;72;0;
3669;19/12/2014;13;39;40;45;55;1;597.399,71
3668;18/12/2014;9;26;39;54;56;1;566.101,58
3667;17/12/2014;18;22;49;63;65;1;5.922.835,24
3666;16/12/2014;27;41;44;70;72;0;
3665;15/12/2014;22;26;58;60;61;0;
3664;13/12/2014;53;55;60;69;70;0;
3663;12/12/2014;17;32;62;67;79;0;
3662;11/12/2014;28;56;58;61;76;0;
3661;10/12/2014;2;6;32;63;66;0;
3660;09/12/2014;2;8;10;58;64;1;576.645,12
3659;08/12/2014;4;33;44;49;57;1;1.234.329,40
3658;06/12/2014;10;36;39;54;79;0;
3657;05/12/2014;9;35;44;57;75;1;3.049.582,55
3656;04/12/2014;3;13;26;55;79;0;
3655;03/12/2014;2;11;13;22;29;0;
3654;02/12/2014;11;18;20;29;53;0;
3653;01/12/2014;9;13;16;37;58;1;2.056.138,00
3652;29/11/2014;10;13;20;32;50;0;
3651;28/11/2014;17;44;66;70;80;0;
3650;27/11/2014;15;29;43;55;63;2;280.910,30
3649;26/11/2014;1;4;17;24;42;1;581.098,01
3648;25/11/2014;17;40;52;54;80;1;2.766.304,90
3647;24/11/2014;9;24;35;63;79;0;
3646;22/11/2014;2;3;15;39;63;0;
3645;21/11/2014;9;17;26;42;46;0;
3644;20/11/2014;29;33;58;60;75;1;1.799.763,51
3643;19/11/2014;21;33;53;64;80;0;
3642;18/11/2014;2;12;14;17;70;0;
3641;17/11/2014;4;9;53;61;63;1;6.130.714,54
3640;14/11/2014;1;16;49;68;74;0;
3639;13/11/2014;29;32;34;39;63;0;
3638;12/11/2014;19;38;44;46;70;0;
3637;11/11/2014;19;29;42;52;63;0;
3636;10/11/2014;9;12;42;59;72;0;
3635;08/11/2014;42;44;56;59;64;0;
3634;07/11/2014;3;15;30;53;61;4;2.046.052,47
3633;06/11/2014;1;20;49;57;77;0;
3632;05/11/2014;6;14;38;55;69;0;
3631;04/11/2014;6;32;54;55;75;0;
3630;03/11/2014;13;14;23;43;56;0;
3629;01/11/2014;1;8;25;45;57;0;
3628;31/10/2014;8;13;37;55;76;0;
3627;30/10/2014;3;35;37;57;80;0;
3626;29/10/2014;4;21;43;52;58;0;
3625;28/10/2014;29;42;53;75;77;1;1.132.322,22
3624;27/10/2014;1;40;54;78;80;0;
3623;25/10/2014;31;40;61;68;72;1;1.175.958,25
3622;24/10/2014;4;15;18;51;55;0;
3621;23/10/2014;13;19;55;57;63;2;1.312.969,95
3620;22/10/2014;17;40;50;59;73;0;
3619;21/10/2014;19;31;57;67;71;0;
3618;20/10/2014;13;17;44;49;54;0;
3617;18/10/2014;4;5;60;75;79;2;1.777.349,17
3616;17/10/2014;14;26;36;38;50;0;
3615;16/10/2014;21;39;58;61;69;0;
3614;15/10/2014;32;53;54;59;63;0;
3613;14/10/2014;19;22;28;31;33;0;
3612;13/10/2014;3;7;33;34;58;2;618.825,55
3611;11/10/2014;16;18;40;62;75;0;
3610;10/10/2014;1;12;13;23;71;1;2.902.058,58
3609;09/10/2014;23;37;50;69;77;0;
3608;08/10/2014;10;33;38;46;63;0;
3607;07/10/2014;11;51;68;69;74;0;
3606;06/10/2014;12;26;28;53;55;2;1.409.542,10
3605;04/10/2014;12;24;34;44;78;0;
3604;03/10/2014;1;18;32;47;64;0;
3603;02/10/2014;1;38;49;62;73;0;
3602;01/10/2014;19;28;30;43;45;2;292.833,04
3601;30/09/2014;2;6;7;31;79;1;543.303,28
3600;29/09/2014;42;43;72;75;78;2;2.272.297,26
3599;27/09/2014;9;35;45;71;73;0;
3598;26/09/2014;15;30;46;58;79;0;
3597;25/09/2014;1;21;28;54;68;0;
3596;24/09/2014;13;30;47;50;78;0;
3595;23/09/2014;8;35;41;45;54;0;
3594;22/09/2014;11;28;72;73;74;1;1.940.075,88
3593;20/09/2014;20;35;45;65;69;0;
3592;19/09/2014;18;25;35;41;60;0;
3591;18/09/2014;11;13;15;37;75;1;3.818.513,93
3590;17/09/2014;6;46;71;73;78;0;
3589;16/09/2014;2;17;30;41;64;0;
3588;15/09/2014;15;21;45;47;63;0;
3587;13/09/2014;26;35;51;70;78;0;
3586;12/09/2014;2;5;46;47;51;1;599.652,63
3585;11/09/2014;16;23;50;59;65;1;5.736.890,71
3584;10/09/2014;9;50;51;58;74;0;
3583;09/09/2014;23;39;44;54;57;0;
3582;08/09/2014;44;50;52;60;70;0;
3581;06/09/2014;17;34;53;63;77;0;
3580;05/09/2014;6;16;18;41;44;0;
3579;04/09/2014;11;34;35;58;73;0;
3578;03/09/2014;26;43;54;57;65;1;3.013.411,03
3577;02/09/2014;31;34;51;55;78;0;
3576;01/09/2014;4;21;31;62;72;0;
3575;30/08/2014;2;16;19;22;36;0;
3574;29/08/2014;7;52;55;64;73;2;4.015.374,35
3573;28/08/2014;2;9;43;64;80;0;
3572;27/08/2014;39;41;62;65;72;0;
3571;26/08/2014;26;44;56;64;65;0;
3570;25/08/2014;8;15;22;35;45;0;
3569;23/08/2014;15;42;54;61;69;0;
3568;22/08/2014;9;13;29;38;78;0;
3567;21/08/2014;11;24;28;31;37;0;
3566;20/08/2014;34;35;45;68;71;0;
3565;19/08/2014;18;26;48;53;75;1;1.997.555,80
3564;18/08/2014;5;13;29;50;58;0;
3563;16/08/2014;41;48;63;67;71;0;
3562;15/08/2014;16;23;29;44;50;2;988.949,16
3561;14/08/2014;13;15;44;69;78;0;
3560;13/08/2014;14;34;44;45;51;0;
3559;12/08/2014;14;34;39;55;56;1;3.809.672,63
3558;11/08/2014;8;32;36;76;80;0;
3557;09/08/2014;1;10;38;56;63;0;
3556;08/08/2014;5;19;30;31;65;0;
3555;07/08/2014;11;19;31;44;68;0;
3554;06/08/2014;8;19;24;30;47;1;631.154,82
3553;05/08/2014;1;14;27;55;62;1;578.594,45
3552;04/08/2014;2;16;29;66;68;1;593.755,35
3551;02/08/2014;37;38;52;65;75;2;311.422,82
3550;01/08/2014;9;34;41;71;73;1;629.045,87
3549;31/07/2014;5;7;8;47;77;2;1.040.277,33
3548;30/07/2014;5;39;57;59;79;0;
3547;29/07/2014;26;30;52;69;76;0;
3546;28/07/2014;10;13;14;43;51;1;3.925.826,31
3545;26/07/2014;37;54;65;70;80;0;
3544;25/07/2014;23;41;48;76;80;0;
3543;24/07/2014;25;36;42;45;52;0;
3542;23/07/2014;16;33;41;61;75;0;
3541;22/07/2014;17;30;47;52;54;1;2.188.711,70
3540;21/07/2014;6;7;26;27;37;0;
3539;19/07/2014;5;19;21;26;40;0;
3538;18/07/2014;3;20;25;63;71;2;4.077.829,47
3537;17/07/2014;36;48;51;54;65;0;
3536;16/07/2014;10;26;58;71;78;0;
3535;15/07/2014;5;13;49;58;75;0;
3534;14/07/2014;19;33;37;38;49;0;
3533;12/07/2014;15;21;33;38;73;0;
3532;11/07/2014;1;19;53;56;57;0;
3531;10/07/2014;9;46;50;67;79;0;
3530;09/07/2014;2;3;12;13;18;4;822.799,84
3529;08/07/2014;6;14;18;35;61;0;
3528;07/07/2014;2;12;27;46;59;0;
3527;05/07/2014;17;50;59;66;77;0;
3526;04/07/2014;33;40;56;66;74;0;
3525;03/07/2014;1;4;12;25;61;1;5.966.376,90
3524;02/07/2014;10;33;36;72;76;0;
3523;01/07/2014;5;19;60;70;72;0;
3522;30/06/2014;1;40;47;50;62;0;
3521;28/06/2014;21;41;52;58;71;0;
3520;27/06/2014;4;21;47;59;79;0;
3519;26/06/2014;39;46;50;64;72;0;
3518;25/06/2014;16;25;27;56;80;2;231.854,25
3517;24/06/2014;15;26;55;71;79;7;14.956.974,60
3516;16/06/2014;5;44;53;67;77;0;
3515;14/06/2014;1;60;61;66;73;0;
3514;13/06/2014;13;18;19;51;70;1;2.464.974,97
3513;12/06/2014;22;25;41;56;58;0;
3512;11/06/2014;2;18;51;64;65;0;
3511;10/06/2014;6;21;26;31;48;0;
3510;09/06/2014;10;23;48;66;69;1;506.383,30
3509;07/06/2014;18;19;32;34;78;1;572.460,44
3508;06/06/2014;2;12;17;28;31;1;1.196.872,02
3507;05/06/2014;17;19;30;43;45;0;
3506;04/06/2014;32;41;71;73;80;1;1.225.810,37
3505;03/06/2014;24;53;61;62;72;0;
3504;02/06/2014;4;7;42;50;69;1;1.246.983,52
3503;31/05/2014;22;53;62;68;70;0;
3502;30/05/2014;1;26;33;57;58;1;1.190.219,06
3501;29/05/2014;23;26;36;43;65;0;
3500;28/05/2014;5;13;25;30;66;1;3.678.431,92
3499;27/05/2014;11;21;26;29;64;0;
3498;26/05/2014;36;41;51;66;77;0;
3497;24/05/2014;4;10;23;61;64;0;
3496;23/05/2014;4;27;46;64;78;0;
3495;22/05/2014;4;15;16;33;44;1;4.836.185,51
3494;21/05/2014;1;51;58;68;73;0;
3493;20/05/2014;1;17;27;39;55;0;
3492;19/05/2014;1;52;60;65;77;0;
3491;17/05/2014;9;32;54;55;75;0;
3490;16/05/2014;25;28;35;54;69;0;
3489;15/05/2014;1;2;7;23;61;2;272.527,62
3488;14/05/2014;1;10;36;46;80;8;72.780,62
3487;13/05/2014;4;8;41;76;79;1;1.933.381,09
3486;12/05/2014;7;9;46;53;76;0;
3485;10/05/2014;16;23;27;43;50;0;
3484;09/05/2014;15;24;61;65;66;1;3.591.896,41
3483;08/05/2014;17;19;39;55;79;0;
3482;07/05/2014;4;23;25;37;72;0;
3481;06/05/2014;11;18;52;61;68;0;
3480;05/05/2014;2;7;16;53;78;0;
3479;03/05/2014;1;3;13;27;56;2;266.826,00
3478;02/05/2014;14;49;50;65;78;1;1.161.917,50
3477;30/04/2014;19;51;56;60;70;0;
3476;29/04/2014;10;25;64;72;78;1;478.889,11
3475;28/04/2014;9;24;65;74;77;1;1.761.247,29
3474;26/04/2014;9;37;42;50;52;0;
3473;25/04/2014;3;28;49;70;73;0;
3472;24/04/2014;7;38;57;66;73;1;1.072.944,14
3471;23/04/2014;15;40;42;43;52;0;
3470;22/04/2014;12;16;21;56;78;1;1.583.834,90
3469;19/04/2014;15;36;51;52;63;0;
3468;17/04/2014;3;9;15;50;72;0;
3467;16/04/2014;29;43;52;59;77;1;2.519.634,37
3466;15/04/2014;2;17;64;73;74;0;
3465;14/04/2014;7;8;56;72;77;0;
3464;12/04/2014;12;13;18;59;66;0;
3463;11/04/2014;7;35;58;74;76;1;1.150.768,85
3462;10/04/2014;9;21;43;48;71;0;
3461;09/04/2014;11;14;31;34;44;1;1.149.303,13
3460;08/04/2014;8;39;45;56;57;0;
3459;07/04/2014;15;18;43;65;77;1;1.126.235,49
3458;05/04/2014;10;24;52;71;77;0;
3457;04/04/2014;11;13;27;29;70;1;546.118,60
3456;03/04/2014;8;17;33;36;75;1;520.150,66
3455;02/04/2014;26;39;40;48;53;1;3.471.985,20
3454;01/04/2014;7;8;23;45;73;0;
3453;31/03/2014;1;11;46;63;76;0;
3452;29/03/2014;4;5;45;48;75;0;
3451;28/03/2014;40;66;70;72;78;0;
3450;27/03/2014;18;22;37;43;66;2;252.264,57
3449;26/03/2014;24;36;44;56;73;1;3.464.845,88
3448;25/03/2014;2;12;35;44;80;0;
3447;24/03/2014;5;11;12;40;79;0;
3446;22/03/2014;1;32;52;59;77;0;
3445;21/03/2014;11;50;54;55;59;0;
3444;20/03/2014;53;56;60;64;68;1;3.496.461,70
3443;19/03/2014;10;30;38;55;69;0;
3442;18/03/2014;6;8;22;25;47;0;
3441;17/03/2014;23;24;30;55;64;0;
3440;15/03/2014;4;24;38;67;79;0;
3439;14/03/2014;3;15;25;35;47;1;549.747,99
3438;13/03/2014;48;56;64;66;76;2;272.071,45
3437;12/03/2014;16;23;24;27;28;1;2.620.762,34
3436;11/03/2014;25;32;40;61;79;0;
3435;10/03/2014;7;29;42;56;78;0;
3434;08/03/2014;33;45;49;54;69;0;
3433;07/03/2014;3;21;24;72;74;1;2.486.613,56
3432;06/03/2014;42;58;62;73;76;0;
3431;05/03/2014;7;14;25;35;57;0;
3430;01/03/2014;6;14;34;51;58;0;
3429;28/02/2014;18;28;38;55;75;3;626.856,77
3428;27/02/2014;9;10;24;59;66;0;
3427;26/02/2014;33;38;73;76;79;0;
3426;25/02/2014;26;27;29;62;73;2;253.685,20
3425;24/02/2014;7;17;35;45;63;1;2.500.735,23
3424;22/02/2014;26;36;37;42;73;0;
3423;21/02/2014;10;32;34;56;63;0;
3422;20/02/2014;5;12;34;40;53;0;
3421;19/02/2014;20;34;49;53;78;1;1.723.660,92
3420;18/02/2014;5;11;28;30;63;0;
3419;17/02/2014;3;24;50;66;78;0;
3418;15/02/2014;53;59;67;72;75;1;527.427,16
3417;14/02/2014;12;16;46;49;77;1;1.117.696,28
3416;13/02/2014;3;20;63;68;77;0;
3415;12/02/2014;14;22;48;58;59;1;3.396.902,17
3414;11/02/2014;6;11;18;31;59;0;
3413;10/02/2014;2;22;38;61;78;0;
3412;08/02/2014;15;29;36;40;59;0;
3411;07/02/2014;5;7;9;15;70;0;
3410;06/02/2014;14;37;53;68;72;2;930.938,71
3409;05/02/2014;24;33;52;60;72;0;
3408;04/02/2014;7;48;62;70;77;0;
3407;03/02/2014;16;21;55;63;78;1;508.895,81
3406;01/02/2014;23;37;41;44;80;2;903.760,93
3405;31/01/2014;29;42;62;65;68;0;
3404;30/01/2014;28;31;49;53;78;0;
3403;29/01/2014;5;11;17;27;60;1;1.832.366,06
3402;28/01/2014;12;18;29;50;65;0;
3401;27/01/2014;20;34;51;54;76;0;
3400;25/01/2014;28;39;43;57;63;1;1.815.633,67
3399;24/01/2014;23;42;55;64;75;0;
3398;23/01/2014;38;50;54;57;64;0;
3397;22/01/2014;24;38;60;77;78;2;1.322.263,00
3396;21/01/2014;24;32;44;63;71;0;
3395;20/01/2014;10;25;31;41;76;0;
3394;18/01/2014;11;28;58;74;76;0;
3393;17/01/2014;1;36;48;78;79;1;1.938.278,79
3392;16/01/2014;3;37;42;56;57;0;
3391;15/01/2014;35;39;40;79;80;0;
3390;14/01/2014;10;17;20;37;61;1;549.620,52
3389;13/01/2014;10;36;40;51;72;1;2.732.910,84
3388;11/01/2014;18;34;38;42;59;0;
3387;10/01/2014;15;44;61;74;76;0;
3386;09/01/2014;1;22;30;47;57;0;
3385;08/01/2014;10;15;23;36;49;1;2.720.289,76
3384;07/01/2014;26;46;47;48;73;0;
3383;06/01/2014;15;41;51;73;77;0;
3382;04/01/2014;15;27;55;60;80;0;
3381;03/01/2014;5;7;39;45;77;1;524.550,89
3380;02/01/2014;20;52;53;55;66;1;2.176.932,16
3379;31/12/2013;14;17;45;54;72;0;
3378;30/12/2013;6;8;42;67;78;0;
3377;28/12/2013;6;46;68;71;76;0;
3376;27/12/2013;4;38;56;79;80;1;1.646.480,86
3375;26/12/2013;4;9;18;32;58;0;
3374;24/12/2013;1;16;30;45;50;0;
3373;23/12/2013;43;68;69;74;76;2;575.915,44
3372;21/12/2013;19;40;53;74;79;0;
3371;20/12/2013;5;7;44;59;65;2;2.164.586,43
3370;19/12/2013;6;36;43;63;67;0;
3369;18/12/2013;9;15;22;38;68;0;
3368;17/12/2013;22;23;24;44;67;0;
3367;16/12/2013;45;60;64;66;71;0;
3366;14/12/2013;3;22;30;48;50;0;
3365;13/12/2013;1;27;30;38;62;2;272.101,82
3364;12/12/2013;7;29;41;54;79;2;1.782.253,95
3363;11/12/2013;4;8;28;64;76;0;
3362;10/12/2013;3;19;45;49;80;0;
3361;09/12/2013;14;19;27;51;77;0;
3360;07/12/2013;27;30;37;58;80;0;
3359;06/12/2013;30;35;38;63;75;1;1.950.085,20
3358;05/12/2013;2;19;22;31;78;0;
3357;04/12/2013;5;25;47;49;58;0;
3356;03/12/2013;2;25;43;60;67;2;1.373.232,06
3355;02/12/2013;8;23;29;38;57;0;
3354;30/11/2013;16;20;28;62;72;0;
3353;29/11/2013;8;10;29;32;70;0;
3352;28/11/2013;11;22;29;46;72;1;1.152.969,98
3351;27/11/2013;13;29;39;55;69;0;
3350;26/11/2013;10;27;35;54;73;1;1.851.326,03
3349;25/11/2013;10;12;62;68;71;0;
3348;23/11/2013;30;36;37;50;75;0;
3347;22/11/2013;1;4;5;11;29;3;571.715,27
3346;21/11/2013;45;47;58;62;72;0;
3345;20/11/2013;8;17;34;49;67;0;
3344;19/11/2013;22;60;64;70;74;2;265.752,62
3343;18/11/2013;12;27;48;69;72;2;600.514,68
3342;16/11/2013;4;16;18;22;73;0;
3341;14/11/2013;9;34;51;55;79;2;2.290.815,55
3340;13/11/2013;5;13;20;44;62;0;
3339;12/11/2013;8;11;45;46;80;0;
3338;11/11/2013;6;18;29;30;75;0;
3337;09/11/2013;46;49;61;68;76;0;
3336;08/11/2013;1;15;44;45;54;0;
3335;07/11/2013;4;15;19;40;75;2;600.435,05
3334;06/11/2013;4;42;56;66;76;0;
3333;05/11/2013;9;44;46;71;78;2;258.627,73
3332;04/11/2013;12;13;33;35;54;1;526.495,77
3331;01/11/2013;14;33;49;64;77;4;661.707,74
3330;31/10/2013;18;33;41;42;77;0;
3329;30/10/2013;7;21;24;34;44;0;
3328;29/10/2013;17;38;55;62;78;0;
3327;28/10/2013;8;10;48;53;56;3;373.977,44
3326;26/10/2013;50;53;56;59;66;0;
3325;25/10/2013;8;11;25;62;79;1;1.830.985,59
3324;24/10/2013;25;26;33;44;75;0;
3323;23/10/2013;6;25;52;61;75;0;
3322;22/10/2013;14;29;33;51;58;1;3.472.666,17
3321;21/10/2013;4;7;20;31;52;0;
3320;19/10/2013;36;42;47;49;53;0;
3319;18/10/2013;34;35;43;46;49;0;
3318;17/10/2013;10;26;52;58;68;0;
3317;16/10/2013;2;15;26;48;57;2;3.712.776,65
3316;15/10/2013;13;24;27;50;61;0;
3315;14/10/2013;7;22;55;62;65;0;
3314;11/10/2013;10;14;21;25;56;0;
3313;10/10/2013;2;15;45;54;80;0;
3312;09/10/2013;3;4;35;37;46;0;
3311;08/10/2013;1;7;14;20;57;0;
3310;07/10/2013;17;19;39;43;54;0;
3309;05/10/2013;2;18;22;27;68;1;1.143.938,02
3308;04/10/2013;15;17;32;45;71;0;
3307;03/10/2013;7;26;31;59;76;2;599.818,46
3306;02/10/2013;26;35;43;53;71;0;
3305;01/10/2013;9;15;23;31;54;1;1.892.963,86
3304;30/09/2013;4;13;27;42;62;0;
3303;28/09/2013;8;10;41;49;73;0;
3302;27/09/2013;31;34;36;50;77;1;2.630.933,16
3301;26/09/2013;2;4;19;52;63;0;
3300;25/09/2013;14;38;49;64;67;0;
3299;24/09/2013;34;44;46;63;74;0;
3298;23/09/2013;7;17;18;28;73;2;884.979,96
3297;21/09/2013;2;9;19;42;60;0;
3296;20/09/2013;3;43;44;60;66;0;
3295;19/09/2013;5;9;31;73;77;2;916.238,75
3294;18/09/2013;1;28;47;50;55;0;
3293;17/09/2013;17;21;44;70;71;0;
3292;16/09/2013;28;51;55;69;73;2;569.429,02
3291;14/09/2013;14;32;59;66;69;0;
3290;13/09/2013;7;12;26;32;37;2;279.083,31
3289;12/09/2013;14;18;20;57;58;1;1.190.743,85
3288;11/09/2013;1;15;44;66;68;0;
3287;10/09/2013;21;38;49;61;79;1;512.499,24
3286;09/09/2013;6;23;50;58;61;1;496.366,54
3285;06/09/2013;4;8;22;30;63;1;1.861.741,05
3284;05/09/2013;10;18;24;34;57;0;
3283;04/09/2013;16;33;42;51;62;0;
3282;03/09/2013;10;21;22;36;63;1;6.388.347,01
3281;02/09/2013;6;18;20;49;55;0;
3280;31/08/2013;24;36;38;65;70;0;
3279;30/08/2013;20;36;42;57;69;0;
3278;29/08/2013;11;12;17;24;78;0;
3277;28/08/2013;8;12;25;47;79;0;
3276;27/08/2013;17;26;29;46;70;0;
3275;26/08/2013;2;19;37;39;75;0;
3274;24/08/2013;41;54;57;62;77;1;542.460,64
3273;23/08/2013;43;44;45;51;71;1;520.357,64
3272;22/08/2013;25;41;48;52;64;1;1.888.209,99
3271;21/08/2013;28;38;55;69;76;0;
3270;20/08/2013;23;40;42;75;77;0;
3269;19/08/2013;15;36;58;70;75;1;514.429,33
3268;17/08/2013;16;49;52;76;80;1;1.211.252,92
3267;16/08/2013;4;16;68;73;78;0;
3266;15/08/2013;14;32;50;57;77;1;6.896.772,41
3265;14/08/2013;33;52;57;63;71;0;
3264;13/08/2013;14;21;25;26;47;0;
3263;12/08/2013;3;25;28;31;79;0;
3262;10/08/2013;18;44;59;63;70;0;
3261;09/08/2013;10;11;29;57;72;0;
3260;08/08/2013;18;23;39;53;58;0;
3259;07/08/2013;3;10;48;60;67;0;
3258;06/08/2013;32;34;46;58;80;2;590.482,61
3257;05/08/2013;33;34;35;54;64;0;
3256;03/08/2013;32;34;46;47;80;1;5.859.329,73
3255;02/08/2013;18;19;22;31;64;0;
3254;01/08/2013;16;50;59;66;79;0;
3253;31/07/2013;4;7;27;60;70;0;
3252;30/07/2013;8;20;43;71;80;0;
3251;29/07/2013;1;44;65;67;78;0;
3250;27/07/2013;15;25;28;63;78;0;
3249;26/07/2013;8;17;43;50;68;1;8.380.695,13
3248;25/07/2013;28;36;37;38;77;0;
3247;24/07/2013;26;31;49;62;65;0;
3246;23/07/2013;35;39;51;74;80;0;
3245;22/07/2013;27;46;52;64;75;0;
3244;20/07/2013;24;31;38;57;68;0;
3243;19/07/2013;26;27;37;61;65;0;
3242;18/07/2013;8;9;16;64;68;0;
3241;17/07/2013;19;40;56;59;63;0;
3240;16/07/2013;24;41;57;68;79;0;
3239;15/07/2013;24;26;63;72;75;1;485.193,46
3238;13/07/2013;20;39;40;49;58;1;548.263,83
3237;12/07/2013;13;39;40;63;74;1;2.354.993,98
3236;11/07/2013;9;17;61;64;66;0;
3235;10/07/2013;32;54;65;67;73;0;
3234;09/07/2013;14;48;59;60;68;0;
3233;08/07/2013;3;4;6;36;70;1;476.931,77
3232;06/07/2013;5;31;59;61;78;1;1.112.924,05
3231;05/07/2013;15;22;28;63;79;0;
3230;04/07/2013;1;29;38;61;69;1;1.803.529,69
3229;03/07/2013;12;34;48;55;79;0;
3228;02/07/2013;10;33;53;69;70;0;
3227;01/07/2013;15;35;44;49;62;1;1.698.564,11
3226;29/06/2013;14;20;21;23;59;0;
3225;28/06/2013;40;49;60;63;69;0;
3224;27/06/2013;36;55;59;63;72;1;1.518.476,12
3223;26/06/2013;9;16;24;43;46;0;
3222;25/06/2013;21;23;38;44;72;0;
3221;24/06/2013;5;17;55;63;67;15;6.505.080,69
3220;15/06/2013;15;48;59;69;76;0;
3219;14/06/2013;4;12;32;55;59;2;261.700,76
3218;13/06/2013;11;29;48;56;72;2;574.023,21
3217;12/06/2013;40;61;62;63;71;0;
3216;11/06/2013;7;11;42;47;78;1;524.096,16
3215;10/06/2013;17;29;30;40;80;1;479.884,56
3214;08/06/2013;7;10;16;25;75;1;4.335.256,00
3213;07/06/2013;12;24;36;39;72;0;
3212;06/06/2013;19;34;35;58;61;0;
3211;05/06/2013;10;31;50;54;61;0;
3210;04/06/2013;4;21;42;55;68;0;
3209;03/06/2013;8;38;52;68;79;0;
3208;01/06/2013;2;13;18;26;62;1;1.109.409,28
3207;31/05/2013;6;22;40;48;55;0;
3206;29/05/2013;4;45;68;70;74;1;2.922.900,13
3205;28/05/2013;32;37;60;62;77;0;
3204;27/05/2013;9;15;38;49;50;0;
3203;25/05/2013;18;44;46;56;60;0;
3202;24/05/2013;1;26;34;37;58;0;
3201;23/05/2013;2;14;17;54;80;1;1.672.879,18
3200;22/05/2013;2;12;57;68;73;0;
3199;21/05/2013;16;33;51;63;67;0;
3198;20/05/2013;15;28;41;47;51;1;462.212,62
3197;18/05/2013;8;38;39;65;66;1;514.756,10
3196;17/05/2013;16;40;45;46;80;2;532.101,88
3195;16/05/2013;37;50;67;72;76;0;
3194;15/05/2013;20;26;33;41;60;2;2.621.355,15
3193;14/05/2013;10;17;29;43;46;0;
3192;13/05/2013;5;30;38;56;77;0;
3191;11/05/2013;2;5;19;61;74;0;
3190;10/05/2013;13;49;57;59;78;0;
3189;09/05/2013;2;9;15;46;62;0;
3188;08/05/2013;26;28;36;53;79;0;
3187;07/05/2013;14;19;23;44;67;1;1.776.052,91
3186;06/05/2013;12;22;48;52;57;0;
3185;04/05/2013;14;30;33;65;73;0;
3184;03/05/2013;4;7;14;16;43;1;2.433.612,91
3183;02/05/2013;21;27;36;41;51;0;
3182;30/04/2013;16;29;32;48;54;0;
3181;29/04/2013;24;42;43;52;65;0;
3180;27/04/2013;2;21;27;43;57;1;549.839,07
3179;26/04/2013;2;8;16;31;54;1;1.610.657,63
3178;25/04/2013;1;16;19;72;73;0;
3177;24/04/2013;2;21;23;35;48;0;
3176;23/04/2013;2;5;6;11;51;2;1.583.725,87
3175;22/04/2013;51;53;60;66;67;0;
3174;20/04/2013;4;11;33;59;76;0;
3173;19/04/2013;4;10;20;34;63;0;
3172;18/04/2013;43;68;69;71;76;0;
3171;17/04/2013;14;35;38;45;48;3;170.194,20
3170;16/04/2013;2;15;27;34;69;1;1.074.569,93
3169;15/04/2013;14;47;73;74;77;0;
3168;13/04/2013;10;14;31;53;67;1;524.248,06
3167;12/04/2013;20;26;48;59;74;1;512.199,00
3166;11/04/2013;4;11;16;34;63;1;5.453.146,18
3165;10/04/2013;7;29;66;75;76;0;
3164;09/04/2013;21;39;41;66;74;0;
3163;08/04/2013;24;40;45;49;68;0;
3162;06/04/2013;4;19;22;39;41;0;
3161;05/04/2013;10;15;22;25;78;0;
3160;04/04/2013;13;16;25;32;69;0;
3159;03/04/2013;8;40;52;67;70;1;5.911.094,36
3158;02/04/2013;6;20;39;57;75;0;
3157;01/04/2013;10;22;31;54;72;0;
3156;30/03/2013;20;51;59;68;73;0;
3155;28/03/2013;1;16;21;50;80;0;
3154;27/03/2013;10;21;26;38;54;0;
3153;26/03/2013;11;26;40;54;73;0;
3152;25/03/2013;10;38;44;47;59;0;
3151;23/03/2013;4;36;51;58;75;2;849.353,80
3150;22/03/2013;19;28;49;53;77;0;
